IDmaster,Species1,Accepted_name_TNRS2022,LA,LDMC,LMA,Lth,Nmass,SM,SSD,H,Biogeo_status,Ende_status,Lineage,Lineage_Source,Accepted_family_TNRS2022,Growth_form
190,Hypericum canariense,Hypericum canariense,375.9216667,406.5521889,57.19276622,0.08,20.31695333,0.08,0.471335333,4,MAC,Cla,Hypericum_a,"Meseguer, Andrea Sánchez, Juan Jose Aldasoro, and Isabel Sanmartín. ""Bayesian inference of phylogeny, morphology and range evolution reveals a complex evolutionary history in St. John’s wort (Hypericum)."" Molecular phylogenetics and evolution 67.2 (2013): 379-403.",Hypericaceae,shrub
191,Hypericum glandulosum,Hypericum glandulosum,430.9073333,286.4766598,45.12416436,0.093666667,20.9681,0.024333333,0.557606333,2,MAC,Cla,Hypericum_b,"Meseguer, Andrea Sánchez, Juan Jose Aldasoro, and Isabel Sanmartín. ""Bayesian inference of phylogeny, morphology and range evolution reveals a complex evolutionary history in St. John’s wort (Hypericum)."" Molecular phylogenetics and evolution 67.2 (2013): 379-403.",Hypericaceae,shrub
192,Hypericum grandifolium,Hypericum grandifolium,2290.5345,271.5009502,35.94503088,0.146,29.78982,0.039,0.433235,1.5,MAC,Cla,Hypericum_a,"Meseguer, Andrea Sánchez, Juan Jose Aldasoro, and Isabel Sanmartín. ""Bayesian inference of phylogeny, morphology and range evolution reveals a complex evolutionary history in St. John’s wort (Hypericum)."" Molecular phylogenetics and evolution 67.2 (2013): 379-403.",Hypericaceae,shrub
193,Hypericum reflexum,Hypericum reflexum,216.724,353.6416421,89.72087386,0.186666667,14.30832333,0.0225,0.5441545,1.5,CE,Cla,Hypericum_b,"Meseguer, Andrea Sánchez, Juan Jose Aldasoro, and Isabel Sanmartín. ""Bayesian inference of phylogeny, morphology and range evolution reveals a complex evolutionary history in St. John’s wort (Hypericum)."" Molecular phylogenetics and evolution 67.2 (2013): 379-403.",Hypericaceae,shrub
194,Hypochoeris oligocephala,Hypochaeris oligocephala,NA,NA,NA,NA,NA,0.422,0.347542667,0.2,TE,non_Cla,,,Asteraceae,herb
195,Ilex canariensis,Ilex canariensis,2288.898,461.0810811,248.4457586,0.648,8.13622,179.685,0.644073,10,TE,non_Cla,,,Aquifoliaceae,tree
196,Ilex perado,Ilex perado,5727.93875,359.8615917,121.0440667,0.467,14.5681,186.24,0.55036,15,MAC,non_Cla,,,Aquifoliaceae,tree
197,Isoplexis canariensis,Digitalis canariensis,2637.47,242.8591515,72.63905687,0.188,20.95603667,0.108,0.446551333,1.5,CE,non_Cla,,,Plantaginaceae,herb
198,Ixanthus viscosus,Ixanthus viscosus,5092.558889,209.3104824,60.80767516,0.416,16.89202333,0.0205,0.306951,2,CE,non_Cla,,,Gentianaceae,herb
199,Jasminum odoratissimum,Chrysojasminum odoratissimum,1465.134333,413.9497099,144.6966296,0.241,16.87551,298.6,0.714931333,4,MAC,non_Cla,,,Oleaceae,shrub
200,Juniperus cedrus,Juniperus cedrus,15.62066667,576.2976861,256.071017,0.271666667,8.83615,29.16857143,0.5253855,10,CE,non_Cla,,,Cupressaceae,tree
201,Juniperus turbinata,Juniperus turbinata,1.457,NA,NA,0.922,12.52705333,70.08,0.724368667,2,NNE,NNE,,,Cupressaceae,shrub
202,Justicia hyssopifolia,Justicia hyssopifolia,597.4583333,202.4219014,89.54599344,0.378666667,30.49351667,26.34,0.579852,1,CE,non_Cla,,,Acanthaceae,shrub
203,Kickxia sagittata,Nanorrhinum sagittatum,48.4028,298.3543417,32.31734528,0.6275,16.864825,NA,0.3363415,0.02,CE,Cla,Nanorrhinum_a,"Nanorrhinum: Yousefi, Nafiseh, Shahin Zarre, and Günther Heubl. ""Molecular phylogeny of the mainly Mediterranean genera Chaenorhinum, Kickxia and Nanorrhinum (Plantaginaceae, tribe Antirrhineae), with focus on taxa in the Flora Iranica region."" Nordic Journal of Botany 34.4 (2016): 455-463.",Plantaginaceae,herb
204,Kickxia scoparia,Nanorrhinum scoparium,182.82875,511.1111111,28.49661227,0.276666667,10.33451,0.049,0.597645,0.7,CE,Cla,Nanorrhinum_b,"Nanorrhinum: Yousefi, Nafiseh, Shahin Zarre, and Günther Heubl. ""Molecular phylogeny of the mainly Mediterranean genera Chaenorhinum, Kickxia and Nanorrhinum (Plantaginaceae, tribe Antirrhineae), with focus on taxa in the Flora Iranica region."" Nordic Journal of Botany 34.4 (2016): 455-463.",Plantaginaceae,herb
205,Kleinia neriifolia,Kleinia neriifolia,2019.212333,95.47596212,83.86108313,0.839666667,22.16338333,1.62,0.285741,3,CE,non_Cla,,,Asteraceae,shrub
206,Kunkeliella psilotoclada,Thesium psilotocladum,NA,NA,NA,NA,NA,NA,NA,1,TE,Cla,Kunkeliella,"Zhigila, Daniel Andrawus. ""Molecular phylogenetics, taxonomy and niche-based conservation risk assessment of Thesium L.(Santalaceae)."" (2020).",Santalaceae,shrub
207,Kunkeliella retamoides,Thesium retamoides,309.398,354.9883991,494.5086911,2.041,8.73214,21.47,0.647262333,2,TE,Cla,Kunkeliella,"Zhigila, Daniel Andrawus. ""Molecular phylogenetics, taxonomy and niche-based conservation risk assessment of Thesium L.(Santalaceae)."" (2020).",Santalaceae,shrub
208,Kunkeliella subsucculenta,Thesium subsucculentum,NA,NA,NA,NA,NA,NA,NA,0.8,TE,Cla,Kunkeliella,"Zhigila, Daniel Andrawus. ""Molecular phylogenetics, taxonomy and niche-based conservation risk assessment of Thesium L.(Santalaceae)."" (2020).",Santalaceae,herb
209,Laphangium teydeum,Helichrysum teydeum,113.234,NA,NA,0.196,NA,NA,0.417565,0.15,TE,non_Cla,,,Asteraceae,herb
210,Launaea arborescens,Launaea arborescens,156.0956757,227.0124617,49.64903715,0.4715,14.4784,0.362,0.481044,1.5,NNE,NNE,,,Asteraceae,shrub
211,Laurus novocanariensis,Laurus novocanariensis,2340.593889,528.7267081,140.776237,0.2195,17.172505,587.98,0.535495,25,MAC,non_Cla,,,Lauraceae,tree
212,Lavandula buchii,Lavandula buchii,521.781,220.9041598,146.9326531,0.794,14.53914,0.208,0.404208333,1,TE,Cla,Lavandula,"Moja, S., et al. ""Genome size and plastid trnK-matK markers give new insights into the evolutionary history of the genus Lavandula L."" Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology 150.6 (2016): 1216-1224.",Lamiaceae,shrub
213,Lavandula canariensis,Lavandula canariensis,678.1185,234.8980548,92.16678206,0.42575,21.3239125,0.104,0.55370675,1.5,CE,Cla,Lavandula,"Moja, S., et al. ""Genome size and plastid trnK-matK markers give new insights into the evolutionary history of the genus Lavandula L."" Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology 150.6 (2016): 1216-1224.",Lamiaceae,shrub
214,Lavandula minutolii,Lavandula minutolii,608.711,334.1140567,102.4021799,0.42925,11.7116725,0.167,0.572685667,1,CE,Cla,Lavandula,"Moja, S., et al. ""Genome size and plastid trnK-matK markers give new insights into the evolutionary history of the genus Lavandula L."" Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology 150.6 (2016): 1216-1224.",Lamiaceae,shrub
215,Lavatera acerifolia,Malva acerifolia,2546.289091,288.9954439,51.26034869,0.128,22.01095333,8.7,0.736673333,3,CE,non_Cla,,,Malvaceae,shrub
216,Limonium arborescens,Limonium arboreum,1869.077,374.21875,256.2762262,0.622,8.98356,0.985,0.661846,1.5,CE,Cla,Limonium,"Lledó, M. Dolores, et al. ""Molecular phylogenetics of Limonium and related genera (Plumbaginaceae): biogeographical and systematic implications."" American Journal of Botany 92.7 (2005): 1189-1198.",Plumbaginaceae,herb
217,Limonium fruticans,Limonium frutescens,NA,NA,NA,NA,NA,1.025,NA,0.5,TE,Cla,Limonium,"Lledó, M. Dolores, et al. ""Molecular phylogenetics of Limonium and related genera (Plumbaginaceae): biogeographical and systematic implications."" American Journal of Botany 92.7 (2005): 1189-1198.",Plumbaginaceae,herb
218,Limonium imbricatum,Limonium imbricatum,3237.748182,227.0695061,132.851283,0.279333333,14.22434333,0.866666667,NA,0.3,CE,Cla,Limonium,"Lledó, M. Dolores, et al. ""Molecular phylogenetics of Limonium and related genera (Plumbaginaceae): biogeographical and systematic implications."" American Journal of Botany 92.7 (2005): 1189-1198.",Plumbaginaceae,herb
219,Limonium macrophyllum,Limonium macrophyllum,13382.719,172.5948126,110.8590364,0.295,22.04823,1.952,0.453708,0.5,TE,Cla,Limonium,"Lledó, M. Dolores, et al. ""Molecular phylogenetics of Limonium and related genera (Plumbaginaceae): biogeographical and systematic implications."" American Journal of Botany 92.7 (2005): 1189-1198.",Plumbaginaceae,herb
220,Limonium pectinatum,Limonium pectinatum,202.9442857,217.7210199,48.45295331,0.42775,22.88613,0.168181818,0.627631667,0.7,MAC,non_Cla,,,Plumbaginaceae,herb
221,Limonium perezii,Limonium perezii,NA,NA,NA,NA,NA,1.055,NA,1,TE,Cla,Limonium,"Lledó, M. Dolores, et al. ""Molecular phylogenetics of Limonium and related genera (Plumbaginaceae): biogeographical and systematic implications."" American Journal of Botany 92.7 (2005): 1189-1198.",Plumbaginaceae,herb
222,Limonium spectabile,Limonium spectabile,NA,NA,NA,NA,NA,0.541666667,NA,0.4,TE,Cla,Limonium,"Lledó, M. Dolores, et al. ""Molecular phylogenetics of Limonium and related genera (Plumbaginaceae): biogeographical and systematic implications."" American Journal of Botany 92.7 (2005): 1189-1198.",Plumbaginaceae,herb
223,Lobularia canariensis,Lobularia canariensis,28.82033333,260.8166608,76.33499497,0.160333333,30.900376,0.466,0.69944575,0.25,CE,Cla,Lobularia,"Warwick, Suzanne I., Connie A. Sauder, and Ihsan A. Al-Shehbaz. ""Phylogenetic relationships in the tribe Alysseae (Brassicaceae) based on nuclear ribosomal ITS DNA sequences."" Botany 86.4 (2008): 315-336.",Brassicaceae,herb
224,Lolium canariense,Lolium canariense,99.677,370.3703704,50.16202334,0.105,14.07813,NA,0.716897,0.65,MAC,Cla,Lolium,_No phylogeny available; assertion based on morphology,Poaceae,herb
225,Lolium edwardii,Lolium canariense,NA,NA,NA,NA,NA,NA,NA,0.5,CE,non_Cla,,,Poaceae,herb
226,Lolium lowei,Lolium rigidum,NA,NA,NA,NA,NA,NA,NA,0.4,MAC,non_Cla,,,Poaceae,herb
227,Lotus berthelotii,Lotus berthelotii,71.90142857,250,79.4699092,0.4,28.95326,2.3,NA,0.23,TE,Cla,Lotus,"Ojeda, Isidro, et al. ""The origin of bird pollination in Macaronesian Lotus (Loteae, Leguminosae)."" Molecular Phylogenetics and Evolution 62.1 (2012): 306-318.",Fabaceae,herb
228,Lotus campylocladus,Lotus campylocladus,62.37,287.7101386,72.52952809,0.111333333,29.714535,1.216,0.48943,0.3,CE,Cla,Lotus,"Ojeda, Isidro, et al. ""The origin of bird pollination in Macaronesian Lotus (Loteae, Leguminosae)."" Molecular Phylogenetics and Evolution 62.1 (2012): 306-318.",Fabaceae,shrub
229,Lotus dumetorum,Lotus dumetorum,117.284,187.0364881,139.7377306,0.2,17.85713667,1.177,0.404612333,1.5,TE,Cla,Lotus,"Ojeda, Isidro, et al. ""The origin of bird pollination in Macaronesian Lotus (Loteae, Leguminosae)."" Molecular Phylogenetics and Evolution 62.1 (2012): 306-318.",Fabaceae,shrub
230,Lotus glaucus,Lotus glaucus,NA,NA,NA,NA,NA,0.846,NA,NA,MAC,Cla,Lotus,"Ojeda, Isidro, et al. ""The origin of bird pollination in Macaronesian Lotus (Loteae, Leguminosae)."" Molecular Phylogenetics and Evolution 62.1 (2012): 306-318.",Fabaceae,herb
231,Lotus maculatus,Lotus maculatus,62.882,160.6060606,59.63550778,0.3925,21.594775,1.284,0.429613,2.5,TE,Cla,Lotus,"Ojeda, Isidro, et al. ""The origin of bird pollination in Macaronesian Lotus (Loteae, Leguminosae)."" Molecular Phylogenetics and Evolution 62.1 (2012): 306-318.",Fabaceae,herb
232,Lotus mascaensis,Lotus mascaensis,55.942,379.7467818,77.01279897,0.125,23.4419875,1.371084337,0.732708,0.4,TE,Cla,Lotus,"Ojeda, Isidro, et al. ""The origin of bird pollination in Macaronesian Lotus (Loteae, Leguminosae)."" Molecular Phylogenetics and Evolution 62.1 (2012): 306-318.",Fabaceae,shrub
233,Lotus sessilifolius,Lotus sessilifolius,36.16142857,221.3233427,59.45561569,0.3735,24.1210675,0.996,0.60303125,NA,CE,Cla,Lotus,"Ojeda, Isidro, et al. ""The origin of bird pollination in Macaronesian Lotus (Loteae, Leguminosae)."" Molecular Phylogenetics and Evolution 62.1 (2012): 306-318.",Fabaceae,herb
234,Lotus tenellus,Lotus tenellus,52.021,135.6044083,47.09636493,0.491,16.872506,1.351,0.530426667,NA,CE,Cla,Lotus,"Ojeda, Isidro, et al. ""The origin of bird pollination in Macaronesian Lotus (Loteae, Leguminosae)."" Molecular Phylogenetics and Evolution 62.1 (2012): 306-318.",Fabaceae,shrub
235,Luzula canariensis,Luzula canariensis,2335.252903,217.0671844,42.96465415,0.191333333,14.80258667,0.4804,0.234283,0.8,CE,non_Cla,,,Juncaceae,herb
236,Lycium intricatum,Lycium intricatum,40.145,105.9454191,69.74716652,1.175666667,17.95608333,1.776,0.601894,2,NNE,NNE,,,Solanaceae,shrub
237,Mairetis microsperma,Mairetis microsperma,31.189,370.4212454,69.4689367,0.239333333,24.2739,NA,0.495189667,0.25,NNE,NNE,,,Boraginaceae,herb
238,Marcetella moquiniana,Marcetella moquiniana,3434.283333,344.0317408,46.44345982,0.1155,26.00775,2.228,0.516987,2,CE,Cla,Bencomia,"Helfgott, D. Megan, et al. ""Biogeography and breeding system evolution of the woody Bencomia alliance (Rosaceae) in Macaronesia based on ITS sequence data."" Systematic Botany 25.1 (2000): 82-97.",Rosaceae,shrub
239,Maytenus canariensis,Gymnosporia cassinoides,2065.75275,391.335564,139.5778528,0.28775,13.829215,16.34,0.649413,5,CE,non_Cla,,,Celastraceae,shrub
240,Medicago laciniata,Medicago laciniata,46.62,212.2076023,39.32503933,0.070666667,34.91333667,1.445454545,0.724851667,0.4,NNE,NNE,,,Fabaceae,herb
241,Medicago littoralis,Medicago littoralis,NA,NA,NA,NA,NA,1.206122449,NA,NA,NNE,NNE,,,Fabaceae,herb
242,Melica ciliata,Melica ciliata,416.7515385,369.6109604,74.38484838,0.10575,26.8344075,0.298,0.5227065,1.2,NNE,NNE,,,Poaceae,herb
243,Melica minuta,Melica minuta,284.1496667,430.1978538,82.70289484,0.145,16.11017333,NA,0.547847333,0.9,CE,non_Cla,,,Poaceae,herb
244,Mercurialis canariensis,Mercurialis canariensis,3968.2368,201.7399203,19.99208649,0.082333333,37.93161667,NA,0.187058333,0.5,CE,non_Cla,,,Euphorbiaceae,herb
245,Micromeria glomerata,Micromeria glomerata,NA,NA,NA,NA,NA,NA,NA,0.4,TE,Cla,Micromeria,"Meimberg, Harald, et al. ""Molecular evidence for adaptive radiation of Micromeria Benth.(Lamiaceae) on the Canary Islands as inferred from chloroplast and nuclear DNA sequences and ISSR fingerprint data."" Molecular Phylogenetics and Evolution 41.3 (2006): 566-578.",Lamiaceae,shrub
246,Micromeria hyssopifolia,Micromeria ericifolia var. ericifolia,5.518,392.8571429,66.44919657,0.194666667,14.19136,NA,0.705950333,0.4,CE,Cla,Micromeria,"Meimberg, Harald, et al. ""Molecular evidence for adaptive radiation of Micromeria Benth.(Lamiaceae) on the Canary Islands as inferred from chloroplast and nuclear DNA sequences and ISSR fingerprint data."" Molecular Phylogenetics and Evolution 41.3 (2006): 566-578.",Lamiaceae,herb
247,Micromeria lachnophylla,Micromeria lachnophylla,6.378333333,349.2063492,78.39038411,0.137666667,14.33771,0.044,0.519330333,0.3,TE,Cla,Micromeria,"Meimberg, Harald, et al. ""Molecular evidence for adaptive radiation of Micromeria Benth.(Lamiaceae) on the Canary Islands as inferred from chloroplast and nuclear DNA sequences and ISSR fingerprint data."" Molecular Phylogenetics and Evolution 41.3 (2006): 566-578.",Lamiaceae,shrub
248,Micromeria lasiophylla,Micromeria lasiophylla,6.62,642.8571429,135.9516616,0.238,11.23402,NA,0.683537,0.25,TE,Cla,Micromeria,"Meimberg, Harald, et al. ""Molecular evidence for adaptive radiation of Micromeria Benth.(Lamiaceae) on the Canary Islands as inferred from chloroplast and nuclear DNA sequences and ISSR fingerprint data."" Molecular Phylogenetics and Evolution 41.3 (2006): 566-578.",Lamiaceae,shrub
249,Micromeria rivas-martinezii,Micromeria rivas-martinezii,NA,NA,NA,NA,NA,NA,NA,0.5,TE,Cla,Micromeria,"Meimberg, Harald, et al. ""Molecular evidence for adaptive radiation of Micromeria Benth.(Lamiaceae) on the Canary Islands as inferred from chloroplast and nuclear DNA sequences and ISSR fingerprint data."" Molecular Phylogenetics and Evolution 41.3 (2006): 566-578.",Lamiaceae,shrub
250,Micromeria teneriffae,Micromeria teneriffae,12.763,397.7344661,101.8569302,0.15925,14.50376333,NA,0.676301667,0.25,TE,Cla,Micromeria,"Meimberg, Harald, et al. ""Molecular evidence for adaptive radiation of Micromeria Benth.(Lamiaceae) on the Canary Islands as inferred from chloroplast and nuclear DNA sequences and ISSR fingerprint data."" Molecular Phylogenetics and Evolution 41.3 (2006): 566-578.",Lamiaceae,shrub
251,Micromeria varia,Micromeria ericifolia,8.6805,352.8138528,42.24027034,0.121,15.74456333,0.051,0.671116,0.4,MAC,Cla,Micromeria,"Meimberg, Harald, et al. ""Molecular evidence for adaptive radiation of Micromeria Benth.(Lamiaceae) on the Canary Islands as inferred from chloroplast and nuclear DNA sequences and ISSR fingerprint data."" Molecular Phylogenetics and Evolution 41.3 (2006): 566-578.",Lamiaceae,herb
252,Minuartia webbii,Rhodalsine geniculata,NA,NA,NA,NA,NA,0.151,NA,0.05,CE,non_Cla,,,Caryophyllaceae,herb
253,Monanthes anagensis,Monanthes anagensis,28.989,52.30248384,102.3376683,2.244,8.570573333,0.029,0.345307333,0.3,TE,Cla,Aeonium,"Mort, Mark E., et al. ""Phylogenetics and evolution of the Macaronesian clade of Crassulaceae inferred from nuclear and chloroplast sequence data."" Systematic Botany 27.2 (2002): 271-288.",Crassulaceae,herb
254,Monanthes brachycaulos,Monanthes brachycaulos,18.403,40.88310419,48.30734119,2.008666667,13.79104,NA,NA,0.2,CE,Cla,Aeonium,"Mort, Mark E., et al. ""Phylogenetics and evolution of the Macaronesian clade of Crassulaceae inferred from nuclear and chloroplast sequence data."" Systematic Botany 27.2 (2002): 271-288.",Crassulaceae,herb
255,Monanthes icterica,Monanthes icterica,NA,NA,NA,NA,NA,NA,NA,0.06,CE,Cla,Aeonium,"Mort, Mark E., et al. ""Phylogenetics and evolution of the Macaronesian clade of Crassulaceae inferred from nuclear and chloroplast sequence data."" Systematic Botany 27.2 (2002): 271-288.",Crassulaceae,herb
256,Monanthes laxiflora,Monanthes laxiflora,74.1055,54.37800815,107.9542004,3.83,13.11032,NA,0.2927105,0.2,CE,Cla,Aeonium,"Mort, Mark E., et al. ""Phylogenetics and evolution of the Macaronesian clade of Crassulaceae inferred from nuclear and chloroplast sequence data."" Systematic Botany 27.2 (2002): 271-288.",Crassulaceae,herb
257,Monanthes minima,Monanthes minima,15.221,NA,NA,1.626,12.99826,NA,NA,0.01,TE,Cla,Aeonium,"Mort, Mark E., et al. ""Phylogenetics and evolution of the Macaronesian clade of Crassulaceae inferred from nuclear and chloroplast sequence data."" Systematic Botany 27.2 (2002): 271-288.",Crassulaceae,herb
258,Monanthes pallens,Monanthes pallens,8.191904762,54.96366777,40.28367145,0.7472,21.78995,0.035,0.3524065,0.05,CE,Cla,Aeonium,"Mort, Mark E., et al. ""Phylogenetics and evolution of the Macaronesian clade of Crassulaceae inferred from nuclear and chloroplast sequence data."" Systematic Botany 27.2 (2002): 271-288.",Crassulaceae,herb
259,Monanthes polyphylla,Monanthes polyphylla,6.326,102.6785714,25.68763832,0.709,14.85324,NA,0.413474,NA,CE,Cla,Aeonium,"Mort, Mark E., et al. ""Phylogenetics and evolution of the Macaronesian clade of Crassulaceae inferred from nuclear and chloroplast sequence data."" Systematic Botany 27.2 (2002): 271-288.",Crassulaceae,herb
260,Monanthes wildpretii,Monanthes wildpretii,NA,NA,NA,NA,NA,NA,NA,0.02,TE,Cla,Aeonium,"Mort, Mark E., et al. ""Phylogenetics and evolution of the Macaronesian clade of Crassulaceae inferred from nuclear and chloroplast sequence data."" Systematic Botany 27.2 (2002): 271-288.",Crassulaceae,herb
261,Myrica faya,Myrica faya,713.817,416.2895928,128.8845741,0.205,14.81017,25.97428571,0.635392,10,NNE,NNE,,,Myricaceae,tree
263,Navaea phoenicea,Malva phoenicea,5256.76,200.286123,53.26474863,0.25,20.47357,NA,NA,2.5,TE,non_Cla,,,Malvaceae,shrub
264,Nepeta teydea,Nepeta teydea,774.023,213.3208474,52.97000218,0.194,31.08151,0.282,0.195337333,1,CE,non_Cla,,,Lamiaceae,herb
265,Ocotea foetens,Ocotea foetens,2008.959,479.1111111,134.1490792,0.242,11.91721,485.92,0.511493,30,MAC,non_Cla,,,Lauraceae,tree
266,Olea cerasiformis,Olea europaea subsp. guanchica,360.777,476.8849053,199.569263,0.466333333,19.08737333,115.96,0.7774355,6,CE,non_Cla,,,Oleaceae,shrub
267,Oligomeris linifolia,Oligomeris linifolia,25.768,299.4840041,97.01955914,0.353666667,31.39924667,0.0545,0.408979667,0.35,NNE,NNE,,,Resedaceae,herb
268,Ononis angustissima,Ononis angustissima,93.3312,349.1054614,53.57265309,0.202,25.52351333,3.022,0.670412,0.5,NNE,non_Cla,,,Fabaceae,shrub
269,Ononis hesperia,Ononis natrix subsp. hesperia,NA,NA,NA,NA,NA,2.434,NA,0.5,NNE,NNE,,,Fabaceae,herb
270,Orchis patens,Orchis patens,1112.11125,102.0196251,33.7196481,0.2515,20.248475,NA,0.108759,0.7,CE,non_Cla,,,Orchidaceae,herb
271,Orobanche berthelotii,Orobanche cernua,NA,NA,NA,NA,NA,NA,NA,0.25,CE,non_Cla,,,Orobanchaceae,herb
272,Osyris lanceolata,Osyris lanceolata,251.8915,380.8033385,235.220323,0.552,9.89602,102.4,0.739056,3,NNE,NNE,,,Santalaceae,shrub
273,Pancratium canariense,Pancratium canariense,10748.41526,101.8009071,87.12912342,0.685333333,23.31472,18.81714286,NA,0.8,CE,non_Cla,,,Amaryllidaceae,herb
274,Parietaria filamentosa,Parietaria filamentosa,78.16566667,366.7356798,63.25880502,0.132666667,10.03289,NA,0.451781333,0.3,CE,non_Cla,,,Urticaceae,herb
275,Parolinia intermedia,Parolinia intermedia,51.986,224.3711362,117.9804819,0.614666667,27.70239667,0.283,0.726246,1.3,TE,Cla,Parolinia,"Couvreur, Thomas LP, et al. ""Molecular phylogenetics, temporal diversification, and principles of evolution in the mustard family (Brassicaceae)."" Molecular Biology and Evolution 27.1 (2010): 55-71.",Brassicaceae,herb
276,Paronychia canariensis,Paronychia canariensis,38.078,315.1515152,47.2713903,0.223,15.13139333,0.156,0.649919333,0.6,CE,non_Cla,,,Caryophyllaceae,shrub
277,Patellifolia patellaris,Patellifolia procumbens,1150.290526,108.7595397,76.06773941,0.973,21.23258,6.82,0.146984,1,NNE,NNE,,,Amaranthaceae,herb
278,Patellifolia procumbens,Patellifolia procumbens,1839.55,67.18924972,32.61667256,0.418,37.62953,11.758,0.098355,0.25,MAC,non_Cla,,,Amaranthaceae,herb
279,Patellifolia webbiana,Patellifolia procumbens,446.5696667,85.17724417,83.60024453,0.908,20.24313,NA,0.306009333,0.25,CE,non_Cla,,,Amaranthaceae,herb
280,Pelletiera wildpretii,Lysimachia wildpretii,NA,NA,NA,NA,NA,0.178,NA,0.16,MAC,non_Cla,,,Primulaceae,herb
281,Pericallis appendiculata,Pericallis appendiculata,2820.583571,162.6938737,43.28300518,0.317666667,17.81091333,10.6,0.39597825,1,CE,Cla,Pericallis,"Jones, Katy E., et al. ""Allopatric diversification, multiple habitat shifts, and hybridization in the evolution of Pericallis (Asteraceae), a Macaronesian endemic genus."" American Journal of Botany 101.4 (2014): 637-651.",Asteraceae,shrub
282,Pericallis cruenta,Pericallis cruenta,10214.57125,116.0781444,29.00268575,0.215666667,27.89209,0.19,0.159794,1,CE,Cla,Pericallis,"Jones, Katy E., et al. ""Allopatric diversification, multiple habitat shifts, and hybridization in the evolution of Pericallis (Asteraceae), a Macaronesian endemic genus."" American Journal of Botany 101.4 (2014): 637-651.",Asteraceae,herb
283,Pericallis echinata,Pericallis echinata,3767.668667,115.9901429,26.18772387,0.178,29.05106333,0.148,0.232581333,0.6,TE,Cla,Pericallis,"Jones, Katy E., et al. ""Allopatric diversification, multiple habitat shifts, and hybridization in the evolution of Pericallis (Asteraceae), a Macaronesian endemic genus."" American Journal of Botany 101.4 (2014): 637-651.",Asteraceae,herb
284,Pericallis lanata,Pericallis lanata,831.2923333,130.7383641,22.45499678,0.219333333,29.25762667,0.496,0.515523667,0.4,TE,Cla,Pericallis,"Jones, Katy E., et al. ""Allopatric diversification, multiple habitat shifts, and hybridization in the evolution of Pericallis (Asteraceae), a Macaronesian endemic genus."" American Journal of Botany 101.4 (2014): 637-651.",Asteraceae,shrub
285,Pericallis multiflora,Pericallis multiflora,NA,NA,NA,NA,NA,0.072,NA,2,TE,Cla,Pericallis,"Jones, Katy E., et al. ""Allopatric diversification, multiple habitat shifts, and hybridization in the evolution of Pericallis (Asteraceae), a Macaronesian endemic genus."" American Journal of Botany 101.4 (2014): 637-651.",Asteraceae,shrub
286,Pericallis tussilaginis,Pericallis tussilaginis,15738.77067,74.24185818,29.9049193,0.234333333,25.2002,0.223,0.202405,0.5,CE,Cla,Pericallis,"Jones, Katy E., et al. ""Allopatric diversification, multiple habitat shifts, and hybridization in the evolution of Pericallis (Asteraceae), a Macaronesian endemic genus."" American Journal of Botany 101.4 (2014): 637-651.",Asteraceae,herb
287,Periploca laevigata,Periploca laevigata,646.2225,236.1997452,85.36791379,0.4175,10.757415,12.63428571,0.636629,2,NNE,NNE,,,Apocynaceae,shrub
288,Persea indica,Persea indica,5582.253333,440.4761905,162.0213104,0.352,7.33664,25.166667,0.473267,30,MAC,non_Cla,,,Lauraceae,tree
289,Phagnalon umbelliforme,Phagnalon umbelliforme,47.288,320.754717,71.89984774,0.193,21.3972,0.037,0.551091,0.7,CE,non_Cla,,,Asteraceae,shrub
290,Phelipanche lavandulacea,Orobanche lavandulacea,NA,NA,NA,NA,NA,NA,NA,0.6,NNE,NNE,,,Orobanchaceae,herb
291,Phoenix canariensis,Phoenix canariensis,5968.732,592.93,185.4665279,0.276,13.50444,573.38,NA,20,CE,non_Cla,,,Arecaceae,tree
292,Phyllis nobla,Phyllis nobla,2936.7175,177.4958536,33.25708607,0.2495,20.51410333,1,0.356893333,1,MAC,Cla,Phyllis,"Thureborn, Olle, et al. ""Phylogeny of Anthospermeae of the coffee family inferred using clock and nonclock models."" International Journal of Plant Sciences 180.5 (2019): 386-402.",Rubiaceae,shrub
293,Phyllis viscosa,Phyllis viscosa,840.6216667,340.2119642,124.3127606,0.241,16.55145333,1.016,0.388734667,0.8,CE,Cla,Phyllis,"Thureborn, Olle, et al. ""Phylogeny of Anthospermeae of the coffee family inferred using clock and nonclock models."" International Journal of Plant Sciences 180.5 (2019): 386-402.",Rubiaceae,shrub
294,Picconia excelsa,Picconia excelsa,4085.284,563.3187773,231.5628485,0.849,13.08552,270.41,0.710464,18,MAC,non_Cla,,,Oleaceae,tree
295,Pimpinella anagodendron,Pimpinella anagodendron,5893.4425,319.3585229,48.95271312,0.0845,23.72692667,1.65,0.397222,0.5,TE,Cla,Pimpinella,_No phylogeny available; assertion based on morphology,Apiaceae,herb
296,Pimpinella cumbrae,Pimpinella cumbrae,1392.212581,277.695796,95.53138784,0.245333333,24.85653667,1.614,0.279105667,0.4,CE,Cla,Pimpinella,_No phylogeny available; assertion based on morphology,Apiaceae,herb
